# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "RNA_seq_workflow/annotation/Hordeum_vulgare.MorexV3_pseudomolecules_assembly.60.chr.gff3" "-o" "RNA_seq_workflow/output/4_final_counts/gene_counts.txt" "-t" "gene" "-g" "gene_id" "-p" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437484.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437485.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437482.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437483.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437480.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437481.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437478.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437479.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437484.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437485.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437482.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437483.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437480.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437481.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437478.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437479.sorted.bam
HORVU.MOREX.r3.1HG0003590	1H	7460640	7464248	+	3609	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0003600	1H	7477205	7480813	+	3609	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0003610	1H	7566833	7568605	+	1773	176	117	94	113	128	116	84	162
HORVU.MOREX.r3.1HG0003620	1H	7573404	7583024	-	9621	52	142	98	32	56	88	56	92
HORVU.MOREX.r3.1HG0003630	1H	7599717	7601555	+	1839	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0003650	1H	7633106	7635082	-	1977	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0003660	1H	7639773	7652128	-	12356	20	16	11	6	0	6	9	6
HORVU.MOREX.r3.1HG0003690	1H	7762537	7773612	+	11076	3094	2461	2567	1710	2114	2695	2444	2565
HORVU.MOREX.r3.1HG0003700	1H	7841984	7852704	+	10721	0	0	0	0	0	2	0	0
HORVU.MOREX.r3.1HG0003710	1H	7857468	7859177	-	1710	129	133	75	159	109	166	81	147
HORVU.MOREX.r3.1HG0003720	1H	7878089	7881537	+	3449	13	13	12	2	6	13	12	10
HORVU.MOREX.r3.1HG0003780	1H	8052823	8054943	+	2121	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0003800	1H	8103626	8104860	-	1235	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0003810	1H	8131811	8133241	-	1431	1	0	1	0	0	0	0	2
HORVU.MOREX.r3.1HG0003820	1H	8209951	8218139	+	8189	0	14	0	0	0	4	0	4
HORVU.MOREX.r3.1HG0003860	1H	8315499	8320178	+	4680	539	522	542	569	540	457	459	644
HORVU.MOREX.r3.1HG0003870	1H	8320544	8320891	+	348	0	0	0	0	0	4	0	0
HORVU.MOREX.r3.1HG0003890	1H	8353366	8355531	+	2166	14	7	2	2	19	2	8	7
HORVU.MOREX.r3.1HG0003900	1H	8355574	8360530	-	4957	985	946	1105	831	808	1023	1109	1046
HORVU.MOREX.r3.1HG0003910	1H	8375050	8375793	-	744	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0003920	1H	8503960	8504157	+	198	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0003950	1H	8529506	8534412	-	4907	3071	4232	2437	2192	2686	3852	2344	2741
HORVU.MOREX.r3.1HG0003970	1H	8559444	8560040	-	597	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0003980	1H	8560802	8566078	+	5277	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0003990	1H	8566909	8569838	+	2930	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004000	1H	8569936	8571106	+	1171	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004020	1H	8596238	8597031	+	794	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004030	1H	8607211	8613767	-	6557	34	34	11	19	29	36	31	47
HORVU.MOREX.r3.1HG0004060	1H	8701572	8703842	-	2271	0	0	2	0	2	0	0	0
HORVU.MOREX.r3.1HG0004110	1H	8866276	8866578	-	303	65	17	27	46	8	9	18	27
HORVU.MOREX.r3.1HG0004130	1H	8869427	8871028	-	1602	0	0	0	0	2	0	0	2
HORVU.MOREX.r3.1HG0004150	1H	8874494	8879852	-	5359	559	460	395	425	315	455	432	498
HORVU.MOREX.r3.1HG0004160	1H	8888551	8893521	+	4971	105	100	91	61	66	71	75	108
HORVU.MOREX.r3.1HG0004210	1H	8934524	8936596	+	2073	323	244	173	199	167	211	193	213
HORVU.MOREX.r3.1HG0004220	1H	8937486	8938841	+	1356	0	6	0	8	0	8	8	0
HORVU.MOREX.r3.1HG0004230	1H	8949406	8953478	+	4073	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004240	1H	8999026	9000759	+	1734	103	63	51	37	32	69	45	68
HORVU.MOREX.r3.1HG0004250	1H	9031877	9032581	-	705	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004260	1H	9048699	9050433	+	1735	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004270	1H	9058448	9060236	-	1789	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004280	1H	9112595	9116319	+	3725	0	0	0	3	1	0	0	1
HORVU.MOREX.r3.1HG0004290	1H	9112788	9113012	+	225	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004300	1H	9121394	9125711	-	4318	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004310	1H	9126450	9126668	-	219	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004320	1H	9128928	9129182	-	255	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004340	1H	9143130	9147896	+	4767	54	39	40	32	34	35	35	36
HORVU.MOREX.r3.1HG0004350	1H	9147982	9148724	+	743	6	4	3	3	3	0	5	6
HORVU.MOREX.r3.1HG0004370	1H	9208362	9211854	-	3493	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004380	1H	9211942	9216245	-	4304	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004410	1H	9227804	9230174	+	2371	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004440	1H	9232835	9234249	+	1415	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004450	1H	9248078	9251570	-	3493	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004460	1H	9251658	9255928	-	4271	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004490	1H	9267523	9269893	+	2371	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004520	1H	9272554	9273968	+	1415	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004540	1H	9312148	9318724	+	6577	104	126	59	62	73	142	70	139
HORVU.MOREX.r3.1HG0004550	1H	9321179	9321469	+	291	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004560	1H	9328912	9337145	+	8234	2751	2549	3060	2418	1621	2328	2181	2430
HORVU.MOREX.r3.1HG0004600	1H	9362193	9365119	+	2927	34	23	6	24	18	31	19	32
HORVU.MOREX.r3.1HG0004610	1H	9373679	9374365	+	687	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004640	1H	9392247	9393020	+	774	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004650	1H	9401196	9401561	+	366	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004660	1H	9409540	9416043	-	6504	1176	1265	2394	971	1234	1582	1348	1597
HORVU.MOREX.r3.1HG0004670	1H	9410361	9412520	+	2160	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004690	1H	9451959	9452436	-	478	6161	4944	18389	9364	7587	5191	9402	9579
HORVU.MOREX.r3.1HG0004700	1H	9482089	9482583	-	495	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004730	1H	9495871	9497076	+	1206	604	416	400	419	414	940	288	361
HORVU.MOREX.r3.1HG0004780	1H	9526259	9526918	+	660	0	0	0	0	0	0	0	1
HORVU.MOREX.r3.1HG0004840	1H	9592678	9593046	-	369	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004870	1H	9608078	9611504	+	3427	553	491	449	363	401	534	415	398
HORVU.MOREX.r3.1HG0004880	1H	9612054	9614384	-	2331	918	913	532	677	662	643	583	682
HORVU.MOREX.r3.1HG0004890	1H	9619236	9623514	-	4279	382	241	347	271	261	237	339	341
HORVU.MOREX.r3.1HG0004910	1H	9760228	9762170	-	1943	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0004940	1H	9863768	9864993	+	1226	43	1	67	44	26	4	48	8
HORVU.MOREX.r3.1HG0004990	1H	9893106	9893938	-	833	50	43	4	3	6	22	4	11
HORVU.MOREX.r3.1HG0005000	1H	9900298	9902719	+	2422	7718	9082	8321	6669	8238	5930	9058	11709
HORVU.MOREX.r3.1HG0005040	1H	9924594	9928072	-	3479	2885	2044	2994	2408	2057	2508	2675	3149
HORVU.MOREX.r3.1HG0005060	1H	10024306	10024799	-	494	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005070	1H	10031202	10032117	+	916	6	1	4	9	3	2	3	6
HORVU.MOREX.r3.1HG0005090	1H	10098224	10100355	+	2132	817	1957	3275	1339	2172	2558	2081	2712
HORVU.MOREX.r3.1HG0005110	1H	10190785	10193166	+	2382	22	22	20	33	28	57	17	46
HORVU.MOREX.r3.1HG0005130	1H	10194485	10194862	+	378	9	7	5	4	4	2	6	8
HORVU.MOREX.r3.1HG0005170	1H	10221562	10227206	-	5645	0	2	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005190	1H	10236718	10245962	-	9245	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005200	1H	10388353	10389543	+	1191	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005210	1H	10394521	10400153	+	5633	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005220	1H	10407309	10408499	+	1191	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005230	1H	10413167	10414357	+	1191	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005240	1H	10424863	10426053	+	1191	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005250	1H	10430694	10431884	+	1191	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005260	1H	10436525	10437715	+	1191	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005270	1H	10448191	10449381	+	1191	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005340	1H	10531127	10532902	-	1776	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005350	1H	10536404	10538930	-	2527	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005360	1H	10547668	10549344	+	1677	12	10	19	7	16	14	25	7
HORVU.MOREX.r3.1HG0005370	1H	10554564	10559311	+	4748	140	116	92	67	103	132	92	154
HORVU.MOREX.r3.1HG0005380	1H	10643426	10644130	-	705	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005390	1H	10699097	10700331	+	1235	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005400	1H	10817866	10824904	+	7039	876	640	674	650	574	791	663	750
HORVU.MOREX.r3.1HG0005410	1H	10825469	10828617	-	3149	625	533	628	522	614	464	596	670
HORVU.MOREX.r3.1HG0005420	1H	10846912	10848716	-	1805	139	365	159	128	264	431	154	199
HORVU.MOREX.r3.1HG0005430	1H	10970858	10972271	+	1414	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005440	1H	11048312	11048677	-	366	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005450	1H	11078185	11078559	-	375	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005480	1H	11129339	11130008	-	670	55	84	60	71	83	60	63	126
HORVU.MOREX.r3.1HG0005490	1H	11161965	11162264	+	300	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005580	1H	11468561	11471133	+	2573	1029	1145	1864	1402	1169	1296	1477	1692
HORVU.MOREX.r3.1HG0005590	1H	11473145	11475188	+	2044	613	503	1015	760	756	584	732	821
HORVU.MOREX.r3.1HG0005600	1H	11494736	11495674	+	939	305	688	804	425	895	377	406	608
HORVU.MOREX.r3.1HG0005610	1H	11518690	11521575	+	2886	29	40	41	16	27	58	43	40
HORVU.MOREX.r3.1HG0005620	1H	11544250	11548900	+	4651	352	243	201	213	209	206	294	246
HORVU.MOREX.r3.1HG0005640	1H	11618013	11629202	-	11190	218	158	66	86	151	212	115	183
HORVU.MOREX.r3.1HG0005660	1H	11637627	11637854	+	228	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005680	1H	11672767	11673262	+	496	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005700	1H	11739866	11740724	-	859	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005720	1H	11802490	11803149	-	660	0	3	0	0	0	3	0	0
HORVU.MOREX.r3.1HG0005730	1H	11809738	11810342	-	605	0	1	4	0	0	2	4	0
HORVU.MOREX.r3.1HG0005750	1H	11836012	11838262	-	2251	799	971	575	804	1213	924	923	1142
HORVU.MOREX.r3.1HG0005760	1H	11839773	11840105	+	333	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005770	1H	11847470	11853664	+	6195	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0005780	1H	11857018	11858745	-	1728	105	129	107	73	74	125	86	118
HORVU.MOREX.r3.1HG0005790	1H	11863337	11865485	+	2149	430	448	362	371	470	475	360	474
HORVU.MOREX.r3.1HG0005810	1H	11881186	11884961	-	3776	224	246	207	174	211	270	198	280
HORVU.MOREX.r3.1HG0005830	1H	12064600	12066525	-	1926	119	192	292	124	277	170	239	325
HORVU.MOREX.r3.1HG0005840	1H	12107340	12110125	-	2786	31	58	26	30	19	53	15	41
HORVU.MOREX.r3.1HG0006070	1H	12612647	12613878	+	1232	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0006080	1H	12615477	12616134	+	658	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0006090	1H	12626071	12627420	-	1350	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0006100	1H	12641325	12645035	+	3711	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0006110	1H	12667045	12667818	+	774	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0006120	1H	12675755	12676243	-	489	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0006130	1H	12691474	12691890	-	417	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0006160	1H	12730601	12734023	+	3423	0	0	0	0	0	1	0	2
HORVU.MOREX.r3.1HG0006210	1H	12801950	12804888	+	2939	4	3	2	0	0	7	0	0
HORVU.MOREX.r3.1HG0006230	1H	12824045	12827600	-	3556	42	46	44	21	35	46	41	41
HORVU.MOREX.r3.1HG0006310	1H	13158180	13158977	+	798	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0006340	1H	13207859	13210838	+	2980	2007	2839	3851	2637	3192	2676	3286	3822
HORVU.MOREX.r3.1HG0006400	1H	13340783	13345156	+	4374	133	123	64	61	66	128	66	81
HORVU.MOREX.r3.1HG0006410	1H	13367480	13371236	-	3757	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0006420	1H	13380272	13383061	+	2790	86	76	74	39	63	84	46	66
HORVU.MOREX.r3.1HG0006430	1H	13385748	13388261	-	2514	27	19	16	6	11	23	5	13
HORVU.MOREX.r3.1HG0006440	1H	13394547	13399436	-	4890	2	0	0	4	0	0	0	0
HORVU.MOREX.r3.1HG0006450	1H	13405230	13405903	+	674	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0006460	1H	13408208	13409239	-	1032	2	0	1	2	3	0	4	2
HORVU.MOREX.r3.1HG0006480	1H	13454084	13459040	+	4957	987	817	1001	1205	1055	846	1176	1571
HORVU.MOREX.r3.1HG0006490	1H	13469764	13470780	-	1017	886	834	602	788	741	994	619	932
HORVU.MOREX.r3.1HG0006500	1H	13476625	13476942	+	318	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0006530	1H	13512494	13515226	+	2733	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0006570	1H	13863346	13865640	+	2295	6451	7384	9813	7396	7141	7868	8090	9579
HORVU.MOREX.r3.1HG0006580	1H	13866063	13868614	-	2552	5880	3424	3149	4427	3735	4102	3959	4663
HORVU.MOREX.r3.1HG0006610	1H	13953186	13954051	+	866	2	0	2	1	2	2	8	2
HORVU.MOREX.r3.1HG0006630	1H	13963112	13963327	-	216	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0006650	1H	14097773	14098865	+	1093	1	11	2	4	12	11	18	14
HORVU.MOREX.r3.1HG0006660	1H	14099496	14102975	-	3480	0	0	4	0	19	0	0	0
HORVU.MOREX.r3.1HG0006690	1H	14146310	14159635	+	13326	93	98	97	40	64	153	94	93
HORVU.MOREX.r3.1HG0006720	1H	14188899	14189906	+	1008	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0006730	1H	14191174	14191842	+	669	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0006740	1H	14199491	14200498	+	1008	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0006770	1H	14216485	14217492	+	1008	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0006780	1H	14218760	14219428	+	669	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0006820	1H	14250861	14303895	+	53035	341	254	415	128	170	167	378	327
HORVU.MOREX.r3.1HG0006840	1H	14318423	14319464	+	1042	433	331	427	386	299	318	537	507
HORVU.MOREX.r3.1HG0006880	1H	14386781	14388886	+	2106	30	28	44	11	21	12	30	34
HORVU.MOREX.r3.1HG0007100	1H	14541495	14541989	+	495	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0007110	1H	14554785	14555458	+	674	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0007160	1H	14644239	14662881	+	18643	1055	805	747	639	789	890	871	888
HORVU.MOREX.r3.1HG0007170	1H	14663880	14667754	+	3875	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0007200	1H	14710882	14717791	+	6910	4305	3899	6403	3562	3743	3802	4726	5326
HORVU.MOREX.r3.1HG0007220	1H	14719923	14722188	-	2266	544	510	367	417	377	429	435	492
HORVU.MOREX.r3.1HG0007230	1H	14722320	14726912	+	4593	594	522	457	401	310	710	366	664
HORVU.MOREX.r3.1HG0007240	1H	14731614	14732584	+	971	0	0	0	2	2	6	4	8
HORVU.MOREX.r3.1HG0007250	1H	14737227	14738478	+	1252	0	2	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0007280	1H	14837063	14838448	-	1386	101	68	93	64	48	79	110	101
HORVU.MOREX.r3.1HG0007290	1H	14841990	14851305	-	9316	769	804	678	558	586	731	574	749
HORVU.MOREX.r3.1HG0007300	1H	14859666	14860152	-	487	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0007320	1H	14913452	14913946	-	495	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0007330	1H	14962336	14962979	+	644	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0007340	1H	14970443	14970832	-	390	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0007360	1H	15080517	15084580	+	4064	0	0	0	2	0	0	0	0
HORVU.MOREX.r3.1HG0007370	1H	15090639	15094473	+	3835	131	186	38	49	142	196	71	106
HORVU.MOREX.r3.1HG0007460	1H	15220072	15225984	+	5913	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0007510	1H	15312355	15313012	-	658	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0007520	1H	15331550	15333046	+	1497	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0007570	1H	15393414	15394647	-	1234	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0007590	1H	15435759	15440879	+	5121	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0007600	1H	15528997	15534507	+	5511	3931	3522	3344	2235	2699	3993	2564	3365
HORVU.MOREX.r3.1HG0007610	1H	15538210	15538731	+	522	1	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0007620	1H	15574782	15576750	-	1969	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0007630	1H	15578859	15582777	-	3919	0	0	0	0	0	0	1	0
HORVU.MOREX.r3.1HG0007690	1H	15759987	15762121	-	2135	76	81	98	36	50	34	68	78
HORVU.MOREX.r3.1HG0007700	1H	15853129	15854542	-	1414	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0007740	1H	16287097	16287824	-	728	8	0	2	2	3	0	0	0
HORVU.MOREX.r3.1HG0007770	1H	16340063	16340716	-	654	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0007840	1H	16439665	16444085	-	4421	1380	1067	895	988	972	1117	1023	1167
HORVU.MOREX.r3.1HG0007850	1H	16447982	16456600	-	8619	1912	1477	1567	1232	1283	1717	1575	1669
HORVU.MOREX.r3.1HG0007900	1H	16529367	16533215	+	3849	1766	1662	4986	2370	1744	2190	3567	3300
HORVU.MOREX.r3.1HG0007910	1H	16533856	16537335	-	3480	174	193	108	98	103	166	133	150
HORVU.MOREX.r3.1HG0007940	1H	16548263	16548928	-	666	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0007950	1H	16572393	16573166	+	774	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0007970	1H	16728716	16730649	+	1934	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008000	1H	16740989	16743387	+	2399	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008070	1H	16849242	16850512	+	1271	92	73	46	67	60	55	55	82
HORVU.MOREX.r3.1HG0008080	1H	16855132	16857094	-	1963	0	0	0	0	0	0	1	0
HORVU.MOREX.r3.1HG0008100	1H	17041971	17042464	+	494	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008130	1H	17316873	17318727	-	1855	10	1	12	5	2	4	1	2
HORVU.MOREX.r3.1HG0008140	1H	17320177	17322038	-	1862	2755	2206	3204	3052	2603	2529	2621	3242
HORVU.MOREX.r3.1HG0008150	1H	17334678	17336101	+	1424	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008160	1H	17365265	17365639	+	375	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008290	1H	17991113	17992509	-	1397	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008310	1H	19430465	19441274	+	10810	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008320	1H	19443925	19446693	+	2769	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008380	1H	19594397	19598333	-	3937	18	6	29	12	28	12	12	28
HORVU.MOREX.r3.1HG0008390	1H	19603792	19604238	-	447	8	5	5	4	12	4	7	3
HORVU.MOREX.r3.1HG0008400	1H	19605799	19607123	-	1325	177	106	129	140	97	182	130	150
HORVU.MOREX.r3.1HG0008410	1H	19734460	19735056	-	597	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008440	1H	19818871	19824392	+	5522	5975	5317	7071	6145	6576	5522	6136	7887
HORVU.MOREX.r3.1HG0008450	1H	19832954	19835880	+	2927	3325	2468	2462	2956	3238	2789	2734	4253
HORVU.MOREX.r3.1HG0008460	1H	19836888	19837882	+	995	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008470	1H	19864713	19865417	-	705	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008490	1H	19982899	19983232	+	334	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008500	1H	20108450	20108942	-	493	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008510	1H	20122264	20128040	+	5777	1456	1561	1376	1333	1311	1817	1532	1339
HORVU.MOREX.r3.1HG0008520	1H	20130667	20134704	+	4038	1254	1472	950	821	1119	1491	859	1238
HORVU.MOREX.r3.1HG0008600	1H	20382140	20387164	-	5025	4	2	6	0	0	0	0	2
HORVU.MOREX.r3.1HG0008610	1H	20454437	20460812	-	6376	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008620	1H	20536896	20542634	-	5739	387	344	378	265	294	362	353	362
HORVU.MOREX.r3.1HG0008630	1H	20551455	20552492	+	1038	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008640	1H	20591330	20591869	-	540	638	569	518	617	522	285	538	782
HORVU.MOREX.r3.1HG0008650	1H	20592129	20598014	-	5886	3617	3069	2651	2762	3593	3284	2981	3757
HORVU.MOREX.r3.1HG0008660	1H	20656862	20657602	-	741	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008680	1H	20661443	20665930	+	4488	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008690	1H	20697597	20700892	-	3296	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008790	1H	20738812	20744561	-	5750	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008810	1H	20811961	20813098	-	1138	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008820	1H	20816773	20819499	-	2727	750	640	611	632	572	612	685	768
HORVU.MOREX.r3.1HG0008840	1H	20849423	20850848	-	1426	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008860	1H	20930172	20931473	-	1302	1	0	11	2	7	6	10	2
HORVU.MOREX.r3.1HG0008890	1H	20940545	20945608	+	5064	3135	2444	3072	2574	2445	2916	2978	3004
HORVU.MOREX.r3.1HG0008900	1H	20985238	20986705	-	1468	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008910	1H	21035310	21036509	-	1200	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008930	1H	21043962	21044462	-	501	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008950	1H	21241389	21243784	+	2396	77	78	54	59	47	79	57	90
HORVU.MOREX.r3.1HG0008980	1H	21387412	21389155	-	1744	250	245	222	206	202	151	302	333
HORVU.MOREX.r3.1HG0009000	1H	21441486	21441910	-	425	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0009020	1H	21448508	21449920	+	1413	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0009050	1H	21488716	21489588	-	873	10189	10441	9160	8121	9496	8614	12841	15051
HORVU.MOREX.r3.1HG0009100	1H	21627252	21629039	+	1788	171	160	218	151	122	144	58	67
HORVU.MOREX.r3.1HG0009110	1H	21631278	21633624	+	2347	0	1	0	1	0	0	0	0
HORVU.MOREX.r3.1HG0009120	1H	21742867	21745553	+	2687	300	203	181	192	161	257	196	181
